activity_id,team_id,type,date,team_name,home_away,rotated_session,data_saved,stats_saved
16563,136,official,20200101,anonymous,H,1,1,0
16512,86,official,20200101,anonymous,H,2,1,0
16509,69,official,20200101,anonymous,H,2,1,0
16514,153,official,20200101,anonymous,A,1,1,0
16520,127,official,20200101,anonymous,A,2,1,0
16635,91,official,20200101,anonymous,H,1,1,0
16810,153,official,20200101,anonymous,H,1,1,0
16860,123,official,20200101,anonymous,H,1,1,0
16861,165,official,20200101,anonymous,H,2,1,0
16934,136,official,20200101,anonymous,A,1,1,0
16890,11,official,20200101,anonymous,H,1,1,0
16870,86,official,20200101,anonymous,A,2,1,0
16980,92,official,20200101,anonymous,A,2,1,0
16864,8,official,20200101,anonymous,H,2,1,0
16891,175,official,20200101,anonymous,A,2,1,0
16894,174,official,20200101,anonymous,H,1,1,0
16918,69,official,20200101,anonymous,A,1,1,0
16992,91,official,20200101,anonymous,A,2,1,0
16900,127,official,20200101,anonymous,H,2,1,0
16971,93,official,20200101,anonymous,H,2,1,0
17284,136,official,20200101,anonymous,H,1,1,0
17255,175,official,20200101,anonymous,H,1,1,0
17329,11,official,20200101,anonymous,A,2,1,0
17257,174,official,20200101,anonymous,H,1,1,0
17256,69,official,20200101,anonymous,H,2,1,0
17353,123,official,20200101,anonymous,A,2,1,0
17386,86,official,20200101,anonymous,A,2,1,0
17313,91,official,20200101,anonymous,H,1,1,0
17393,92,official,20200101,anonymous,H,1,1,0
17306,153,official,20200101,anonymous,H,1,1,0
17304,127,official,20200101,anonymous,H,2,1,0
17309,8,official,20200101,anonymous,A,2,1,0
17361,165,official,20200101,anonymous,H,2,1,0
17375,93,official,20200101,anonymous,A,1,1,0
17529,136,official,20200101,anonymous,A,2,1,0
17509,91,official,20200101,anonymous,H,1,1,0
17649,165,official,20200101,anonymous,A,2,1,0
17684,86,official,20200101,anonymous,H,2,1,0
17635,69,official,20200101,anonymous,A,1,1,0
17698,91,official,20200101,anonymous,H,1,1,0
17652,127,official,20200101,anonymous,A,2,1,0
17669,123,official,20200101,anonymous,H,1,1,0
17739,136,official,20200101,anonymous,H,1,1,0
17659,175,official,20200101,anonymous,A,2,1,0
17676,93,official,20200101,anonymous,A,2,1,0
17692,11,official,20200101,anonymous,A,1,1,0
17672,174,official,20200101,anonymous,A,1,1,0
17740,92,official,20200101,anonymous,H,1,1,0
17681,153,official,20200101,anonymous,A,2,1,0
17662,8,official,20200101,anonymous,H,2,1,0
17945,86,official,20200101,anonymous,H,2,1,0
18001,123,official,20200101,anonymous,A,2,1,0
17985,175,official,20200101,anonymous,H,1,1,0
18115,11,official,20200101,anonymous,H,1,1,0
18083,91,official,20200101,anonymous,A,2,1,0
18086,92,official,20200101,anonymous,A,2,1,0
17979,153,official,20200101,anonymous,H,1,1,0
18040,165,official,20200101,anonymous,H,2,1,0
18145,136,official,20200101,anonymous,A,1,1,0
18045,93,official,20200101,anonymous,H,2,1,0
18047,174,official,20200101,anonymous,A,1,1,0
18052,69,official,20200101,anonymous,A,2,1,0
18049,127,official,20200101,anonymous,H,2,1,0
18057,8,official,20200101,anonymous,H,2,1,0
18404,175,official,20200101,anonymous,A,1,1,0
18434,86,official,20200101,anonymous,H,2,1,0
18405,174,official,20200101,anonymous,H,1,1,0
18421,92,official,20200101,anonymous,A,2,1,0
18414,153,official,20200101,anonymous,A,1,1,0
18422,8,official,20200101,anonymous,H,2,1,0
18452,123,official,20200101,anonymous,H,1,1,0
18450,165,official,20200101,anonymous,A,2,1,0
18451,93,official,20200101,anonymous,A,2,1,0
18462,11,official,20200101,anonymous,H,1,1,0
18455,69,official,20200101,anonymous,A,1,1,0
18512,91,official,20200101,anonymous,H,1,1,0
18508,136,official,20200101,anonymous,H,1,1,0
18499,127,official,20200101,anonymous,H,2,1,0
18605,86,official,20200101,anonymous,A,2,1,0
18542,174,official,20200101,anonymous,H,1,1,0
18630,92,official,20200101,anonymous,H,1,1,0
18567,8,official,20200101,anonymous,A,2,1,0
18627,11,official,20200101,anonymous,A,1,1,0
18626,69,official,20200101,anonymous,H,2,1,0
18617,153,official,20200101,anonymous,A,1,1,0
18832,123,official,20200101,anonymous,A,2,1,0
18808,165,official,20200101,anonymous,H,2,1,0
18930,136,official,20200101,anonymous,H,1,1,0
18807,93,official,20200101,anonymous,H,2,1,0
18874,91,official,20200101,anonymous,A,2,1,0
18881,11,official,20200101,anonymous,H,1,1,0
18931,86,official,20200101,anonymous,A,2,1,0
18850,174,official,20200101,anonymous,A,2,1,0
18854,69,official,20200101,anonymous,H,2,1,0
18873,92,official,20200101,anonymous,H,1,1,0
18849,153,official,20200101,anonymous,H,1,1,0
18860,8,official,20200101,anonymous,H,1,1,0
18896,175,official,20200101,anonymous,H,1,1,0
18909,127,official,20200101,anonymous,A,2,1,0
19222,165,official,20200101,anonymous,H,2,1,0
19350,136,official,20200101,anonymous,A,1,1,0
19284,11,official,20200101,anonymous,A,2,1,0
19233,127,official,20200101,anonymous,H,2,1,0
19265,123,official,20200101,anonymous,H,1,1,0
19268,175,official,20200101,anonymous,H,2,1,0
19277,93,official,20200101,anonymous,A,2,1,0
19359,86,official,20200101,anonymous,H,2,1,0
19278,174,official,20200101,anonymous,A,2,1,0
19266,69,official,20200101,anonymous,A,2,1,0
19361,92,official,20200101,anonymous,A,1,1,0
19257,153,official,20200101,anonymous,H,1,1,0
19282,8,official,20200101,anonymous,A,1,1,0
19500,86,official,20200101,anonymous,A,1,1,0
19492,8,official,20200101,anonymous,H,2,1,0
19523,123,official,20200101,anonymous,H,1,1,0
19522,165,official,20200101,anonymous,A,2,1,0
19601,136,official,20200101,anonymous,H,1,1,0
19512,174,official,20200101,anonymous,H,1,1,0
19573,91,official,20200101,anonymous,H,1,1,0
19524,92,official,20200101,anonymous,H,1,1,0
19520,127,official,20200101,anonymous,A,2,1,0
19544,175,official,20200101,anonymous,H,1,1,0
19548,93,official,20200101,anonymous,A,2,1,0
19680,11,official,20200101,anonymous,H,1,1,0
19566,69,official,20200101,anonymous,H,2,1,0
19549,153,official,20200101,anonymous,A,2,1,0
19902,165,official,20200101,anonymous,H,2,1,0
19895,93,official,20200101,anonymous,H,1,1,0
19901,127,official,20200101,anonymous,H,2,1,0
20025,123,official,20200101,anonymous,A,2,1,0
20035,136,official,20200101,anonymous,A,1,1,0
19929,175,official,20200101,anonymous,H,2,1,0
20335,69,official,20200101,anonymous,A,2,1,0
20349,165,official,20200101,anonymous,H,2,1,0
20355,93,official,20200101,anonymous,H,2,1,0
20532,11,official,20200101,anonymous,A,2,1,0
20605,86,official,20200101,anonymous,H,2,1,0
20454,91,official,20200101,anonymous,A,2,1,0
20364,153,official,20200101,anonymous,H,1,1,0
20425,123,official,20200101,anonymous,A,2,1,0
20420,175,official,20200101,anonymous,H,1,1,0
20424,174,official,20200101,anonymous,A,2,1,0
20529,92,official,20200101,anonymous,H,1,1,0
20416,127,official,20200101,anonymous,H,2,1,0
20438,8,official,20200101,anonymous,A,2,1,0
20831,153,official,20200101,anonymous,A,2,1,0
20875,165,official,20200101,anonymous,A,2,1,0
20862,175,official,20200101,anonymous,H,1,1,0
20939,93,official,20200101,anonymous,A,2,1,0
20995,11,official,20200101,anonymous,H,1,1,0
20881,69,official,20200101,anonymous,H,2,1,0
20889,91,official,20200101,anonymous,H,1,1,0
20888,127,official,20200101,anonymous,A,2,1,0
20894,123,official,20200101,anonymous,H,1,1,0
20979,86,official,20200101,anonymous,A,2,1,0
20891,174,official,20200101,anonymous,H,1,1,0
20981,92,official,20200101,anonymous,A,1,1,0
20915,8,official,20200101,anonymous,H,2,1,0
21294,175,official,20200101,anonymous,A,2,1,0
21313,153,official,20200101,anonymous,H,1,1,0
21285,127,official,20200101,anonymous,H,2,1,0
21378,123,official,20200101,anonymous,A,2,1,0
21355,174,official,20200101,anonymous,A,1,1,0
21453,91,official,20200101,anonymous,H,1,1,0
21406,92,official,20200101,anonymous,H,1,1,0
21384,8,official,20200101,anonymous,H,2,1,0
21695,123,official,20200101,anonymous,H,1,1,0
21689,165,official,20200101,anonymous,H,2,1,0
21688,175,official,20200101,anonymous,H,1,1,0
21704,127,official,20200101,anonymous,A,1,1,0
22216,165,official,20200101,anonymous,H,1,1,0
22213,93,official,20200101,anonymous,H,2,1,0
22419,93,official,20200101,anonymous,A,2,1,0
22664,93,official,20200101,anonymous,A,2,1,0
22875,127,official,20200101,anonymous,H,2,1,0
