activity_id,date,team_name,player_id,squad_num,player_name
7414,20200101,anonymous,3349,77,P77
7540,20200101,anonymous,3592,3,P03
7540,20200101,anonymous,3593,4,P04
7540,20200101,anonymous,3594,5,P05
7540,20200101,anonymous,3595,6,P06
7540,20200101,anonymous,3596,7,P07
7540,20200101,anonymous,3598,9,P09
7540,20200101,anonymous,4382,10,P10
7540,20200101,anonymous,3605,17,P17
7540,20200101,anonymous,3606,18,P18
7540,20200101,anonymous,3607,19,P19
7540,20200101,anonymous,3610,22,P22
7540,20200101,anonymous,3620,32,P32
7540,20200101,anonymous,3349,77,P77
7724,20200101,anonymous,3592,3,P03
7724,20200101,anonymous,3594,5,P05
7724,20200101,anonymous,3595,6,P06
7724,20200101,anonymous,3596,7,P07
7724,20200101,anonymous,3598,9,P09
7724,20200101,anonymous,4382,10,P10
7724,20200101,anonymous,3605,17,P17
7724,20200101,anonymous,3606,18,P18
7724,20200101,anonymous,3610,22,P22
7724,20200101,anonymous,3620,32,P32
7724,20200101,anonymous,4266,42,P42
7724,20200101,anonymous,4742,90,P90
7926,20200101,anonymous,3592,3,P03
7926,20200101,anonymous,3594,5,P05
7926,20200101,anonymous,3595,6,P06
7926,20200101,anonymous,3596,7,P07
7926,20200101,anonymous,4382,10,P10
7926,20200101,anonymous,3605,17,P17
7926,20200101,anonymous,3606,18,P18
7926,20200101,anonymous,3607,19,P19
7926,20200101,anonymous,3610,22,P22
7926,20200101,anonymous,3620,32,P32
7926,20200101,anonymous,4266,42,P42
7926,20200101,anonymous,3349,77,P77
7926,20200101,anonymous,4742,90,P90
8016,20200101,anonymous,3592,3,P03
8016,20200101,anonymous,3593,4,P04
8016,20200101,anonymous,3594,5,P05
8016,20200101,anonymous,3595,6,P06
8016,20200101,anonymous,4382,10,P10
8016,20200101,anonymous,3605,17,P17
8016,20200101,anonymous,3606,18,P18
8016,20200101,anonymous,3610,22,P22
8016,20200101,anonymous,3620,32,P32
8016,20200101,anonymous,4266,42,P42
8016,20200101,anonymous,3622,44,P44
8016,20200101,anonymous,3349,77,P77
8016,20200101,anonymous,4742,90,P90
8162,20200101,anonymous,3592,3,P03
8162,20200101,anonymous,3593,4,P04
8162,20200101,anonymous,3594,5,P05
8162,20200101,anonymous,3595,6,P06
8162,20200101,anonymous,4382,10,P10
8162,20200101,anonymous,3605,17,P17
8162,20200101,anonymous,3606,18,P18
8162,20200101,anonymous,3610,22,P22
8162,20200101,anonymous,3611,23,P23
8162,20200101,anonymous,3620,32,P32
8162,20200101,anonymous,3621,33,P33
8162,20200101,anonymous,4266,42,P42
8162,20200101,anonymous,4742,90,P90
3548,20200101,anonymous,3556,5,P05
3548,20200101,anonymous,4382,6,P06
3548,20200101,anonymous,4274,7,P07
3548,20200101,anonymous,4642,10,P10
3548,20200101,anonymous,4660,17,P17
3548,20200101,anonymous,1964,21,P21
3548,20200101,anonymous,4329,22,P22
3548,20200101,anonymous,3582,25,P25
3548,20200101,anonymous,4643,33,P33
3833,20200101,anonymous,3556,5,P05
3833,20200101,anonymous,4382,6,P06
3833,20200101,anonymous,4274,7,P07
3833,20200101,anonymous,4642,10,P10
3833,20200101,anonymous,3571,14,P14
3833,20200101,anonymous,3558,16,P16
3833,20200101,anonymous,4660,17,P17
3833,20200101,anonymous,4329,22,P22
3833,20200101,anonymous,3582,25,P25
3833,20200101,anonymous,3561,26,P26
3833,20200101,anonymous,3562,27,P27
3833,20200101,anonymous,4661,29,P29
3833,20200101,anonymous,4643,33,P33
3833,20200101,anonymous,3585,77,P77
4093,20200101,anonymous,3556,5,P05
4093,20200101,anonymous,4382,6,P06
4093,20200101,anonymous,4274,7,P07
4093,20200101,anonymous,4660,17,P17
4093,20200101,anonymous,3562,27,P27
4093,20200101,anonymous,3577,70,P70
4331,20200101,anonymous,3556,5,P05
4331,20200101,anonymous,4382,6,P06
4331,20200101,anonymous,4274,7,P07
4331,20200101,anonymous,3579,9,P09
4331,20200101,anonymous,4660,17,P17
4331,20200101,anonymous,3574,23,P23
4331,20200101,anonymous,3561,26,P26
4331,20200101,anonymous,3562,27,P27
4331,20200101,anonymous,4661,29,P29
4331,20200101,anonymous,3583,30,P30
4331,20200101,anonymous,3584,37,P37
4631,20200101,anonymous,3556,5,P05
4631,20200101,anonymous,4382,6,P06
4631,20200101,anonymous,4274,7,P07
4631,20200101,anonymous,3579,9,P09
4631,20200101,anonymous,3571,14,P14
4631,20200101,anonymous,4660,17,P17
4631,20200101,anonymous,4329,22,P22
4631,20200101,anonymous,3562,27,P27
4631,20200101,anonymous,3584,37,P37
4907,20200101,anonymous,3556,5,P05
4907,20200101,anonymous,4274,7,P07
4907,20200101,anonymous,4642,10,P10
4907,20200101,anonymous,3558,16,P16
4907,20200101,anonymous,4660,17,P17
4907,20200101,anonymous,3581,18,P18
4907,20200101,anonymous,4329,22,P22
4907,20200101,anonymous,3562,27,P27
4907,20200101,anonymous,3584,37,P37
5205,20200101,anonymous,3556,5,P05
5205,20200101,anonymous,3579,9,P09
5205,20200101,anonymous,4642,10,P10
5205,20200101,anonymous,3571,14,P14
5205,20200101,anonymous,4660,17,P17
5205,20200101,anonymous,4329,22,P22
5205,20200101,anonymous,3562,27,P27
5205,20200101,anonymous,4661,29,P29
